a,1785
à,116
abaixa,1
abaixam,1
abaixaram,1
abaixo,6
abala,1
abalam,1
abalizada,1
abalo,1
abalroando,1
abalroar,1
abássia,1
abastada,1
abastados,1
abastam,1
abastança,1
abastanças,2
abastecida,1
abaterão,1
abatidas,1
abatido,1
abaxando,1
abaxandolhe,1
abaxar,1
aberta,1
aberto,5
abertos,1
abila,4
abola,1
abominábil,1
abomináveis,1
abominoso,1
abondanças,1
abono,1
abraão,1
abraça,3
abraçado,1
abraçados,2
abraços,1
abranches,1
abranda,1
abrandar,1
abrandarem,1
abrande,1
abrange,1
abrantes,3
abrasa,1
abrasado,1
abrasarlhe,1
abrasasse,1
abrasassem,2
abre,2
abrem,1
abria,1
abrigo,1
abrimos,1
abrindo,8
abrir,1
abrira,1
abrirá,1
abriram,1
abrirmos,1
abriu,3
abrolhos,1
absolutas,1
abstinência,1
abunda,1
abundante,2
abundantes,5
abundosos,1
aça,1
acaba,2
acabada,1
acabado,2
acabar,1
acabará,2
acabaram,1
acabasse,1
acabassem,1
acabava,1
acabavam,1
acabe,4
acabese,1
acabo,1
acabou,2
acaso,2
acatamentos,1
acautelada,1
aceita,1
aceito,2
aceitos,2
acena,2
acenando,1
acenavam,1
acenda,1
acende,4
acendem,2
acendendo,1
acendese,1
acendeu,2
acendia,2
acendiam,1
acendidas,1
acendido,4
acendidos,2
acenos,1
acentos,1
acerta,1
acertam,2
acerto,1
acesa,5
aceso,8
acesos,1
acha,6
achado,2
acham,3
achamos,7
achar,5
achara,3
achará,1
acharam,3
acharás,1
acharei,1
acharem,3
acharias,1
acharmos,1
acharse,1
achas,1
achasse,1
achava,2
achega,1
achei,2
achemos,1
aches,1
achou,2
acidália,2
acidentes,4
acima,2
aço,8
acode,3
acolhendose,1
acolherse,1
acolhiam,1
acomodadas,1
acomodado,1
acompanhada,1
acompanhado,10
acompanhando,1
acompanharam,1
acompanharme,1
acompanhavam,1
aconselha,3
aconselhara,1
aconselhava,1
aconselhou,1
aconteças,1
acontece,4
acontecera,1
aconteceu,2
acorda,3
acordados,1
acordam,1
acordo,2
acordou,1
acostumado,2
acostumados,1
açouta,1
açoute,3
acrescentando,1
acrescentar,1
acrescentarse,1
acrescentavam,2
acrescente,2
acriso,2
acroceráunios,1
acteon,3
actias,1
acude,2
acudindo,1
acudir,1
acudo,1
acumulam,1
adamantino,3
adamastor,2
adão,2
adarga,2
adargas,1
adereça,1
adereçam,1
adianta,1
adiante,1
adivinha,1
adivinhar,2
adjacentes,1
admira,1
admiração,2
admirada,1
admirado,1
admirados,1
admitidos,1
adónis,1
adora,6
adoração,1
adoram,1
adorando,1
adorava,1
adormeçam,1
adormece,3
adormecer,1
adormeces,1
adornada,3
adornado,2
adornavam,1
adornou,1
adquirida,1
adquirindo,1
adquirir,1
adriática,1
adulação,2
adúltera,1
adultério,1
adultérios,2
adúltero,1
adversa,1
adversárias,1
adversário,2
adversários,1
adversidade,2
aéreas,1
aéreos,1
áf,1
afábil,1
afaga,1
afagos,2
afama,1
afamada,2
afamadas,2
afamado,1
afamam,1
afamaram,1
afamarse,1
afastados,1
afeição,3
afeiçoada,2
afeiçoado,1
afeiçoados,1
afeiçoaram,2
afeições,2
afeitarse,1
afeitos,2
afeminam,1
afia,1
afigurada,1
afiguradas,1
afigurado,1
afinando,1
afinem,1
afirmados,1
afirmo,1
afoga,1
afogada,2
afogavam,1
afonso,27
afonsos,2
afora,3
afortunado,1
africa,1
áfrica,13
africana,5
africanas,2
africano,3
afronta,2
afrontada,1
afrontados,1
afronte,1
afugenta,1
aganipe,1
agar,3
agardecido,1
agareno,2
agasalha,1
agasalhado,1
agasalhados,6
agasalharam,1
agasalharte,2
agasalhou,2
agora,56
agosto,1
agoureiro,1
agouros,1
agrada,1
agradeça,1
agradece,1
agradecendo,2
agradeceu,1
agradecido,1
agrava,3
agravadas,1
agravado,3
agravo,1
agreste,3
agrestes,3
agripina,1
água,41
aguada,1
aguardando,1
aguardava,1
águas,53
aguda,4
agudas,3
agudeza,1
agudo,1
agudos,1
águias,1
ah,1
aiace,1
ainão,1
ainda,34
airoso,1
ajuda,13
ajudada,1
ajudado,5
ajudais,1
ajudálo,1
ajudao,1
ajudar,6
ajudaram,2
ajudasse,1
ajude,2
ajudou,3
ajunta,11
ajuntada,1
ajuntados,2
ajuntam,2
ajuntame,1
ajuntamento,9
ajuntando,4
ajuntaram,1
ajuntarem,1
ajuntarse,1
ajuntase,1
ajuntava,1
ajuntavam,1
ajuntou,2
ala,4
alabastro,3
alaga,2
alagada,1
alagado,1
alagando,1
alagaram,1
alagoa,2
alague,1
alarga,4
alargaram,1
alargasse,2
alarido,1
alaridos,1
alarte,1
alas,1
albis,2
albuquerque,3
alcáçare,1
alcácer,1
alcácere,1
alcáceredosal,2
alçada,1
alçado,2
alcança,8
alcançada,3
alcançado,1
alcançála,1
alcançam,2
alcançando,2
alcançar,1
alcançara,1
alcançaram,4
alcançarás,1
alcançarte,1
alcançasse,1
alcançava,1
alcançou,2
alçando,1
alçase,1
alcides,3
alcino,1
alcióneas,1
alcmena,1
alcorão,2
aldeia,1
ale,1
alegra,4
alegraios,1
alegramos,1
alegrava,1
alegre,12
alegremente,8
alegres,9
alegria,23
alegrias,1
alegrou,1
aleides,1
além,4
alemães,2
alemanha,3
alembroulhe,1
alemos,1
alencastro,1
alenquer,1
alento,1
alerta,1
aleto,1
alevanta,6
alevantada,2
alevantado,2
alevantam,2
alevantamos,1
alevantando,6
alevantar,1
alevantaram,1
alevantarmos,1
alevantase,1
alevantasse,1
alevantastes,1
alevantava,1
alevantavam,1
alevante,1
alevantou,1
alexandre,2
alexandrina,1
alexandro,4
alexandros,1
alferes,1
alférezes,1
alfeu,1
algarves,2
algodão,3
algoz,1
algozes,1
alguém,2
algum,34
alguma,11
algumas,9
alguns,26
alhea,1
alheia,6
alheias,1
alheio,10
alheios,4
ali,106
alianças,1
alija,2
alimária,1
alimárias,2
alimpa,2
alimpam,1
alimpamos,1
aljava,1
aljavas,1
aljôfar,2
alma,14
almada,1
almadias,6
almas,7
almeidas,1
aloé,1
alongada,1
alongavam,1
alongo,1
alparcas,1
alqueires,1
alta,30
altamente,1
altar,1
altas,12
alteração,1
alterada,1
alteradas,1
alterado,1
alternando,1
alteza,3
altíssima,1
altíssimos,2
altíssona,1
altíssonos,1
altiva,1
altivo,4
altivos,1
alto,36
altos,20
altura,1
alumia,1
alumiado,1
alumiasse,1
aluno,2
alva,3
alvares,3
álvaro,2
alvas,5
alvoroça,3
alvoroçada,1
alvoroçado,3
alvoroçarse,1
alvoroço,1
ama,19
amada,12
amadas,3
amado,10
amador,1
amadores,2
amados,2
amaina,4
amainamos,1
amainase,1
amainassem,2
amainou,1
amais,1
amalteia,1
amam,2
amando,2
amansadas,1
amansando,1
amansava,1
amansavam,1
amanse,1
amante,6
amantes,7
amar,1
amara,4
amarelo,1
amarelos,2
amaro,2
amarra,2
amarras,1
amarte,1
amasis,1
amasse,1
amaste,1
amava,2
amavam,2
ambas,5
ambição,5
ambicioso,2
ambos,8
ambrósia,1
ameaça,1
ameaçando,2
ameaço,1
ameaços,2
amedrontada,1
amedrontado,3
amedrontados,1
ameno,6
amestramos,1
amido,1
amiga,4
amigas,3
amigo,15
amigos,13
amimados,1
amiúdamse,1
amizade,7
amizades,1
amo,3
amoesta,1
amolando,2
amon,1
amor,67
amoras,1
amores,21
amorosa,1
amorosas,4
amoroso,1
amorosos,1
amortecido,1
amostra,3
amostrais,1
amostrando,1
amostrandose,1
amostrar,1
amostrarão,1
amostrou,1
amparo,1
ampelusa,2
anafis,2
ancas,1
âncora,3
ancorado,1
ancorados,1
ancoraram,1
âncoras,5
ancoravam,2
anda,10
andais,3
andaluzia,2
andam,2
andamos,3
andando,2
andar,6
andaram,3
andaríamos,1
andarlhe,1
andassem,1
andava,13
andavam,4
ande,4
andor,1
anéis,1
anelado,1
anfióneas,2
anfitrite,2
angélica,10
angélico,3
angélicos,1
anibais,1
anibal,1
anima,2
animada,1
animados,1
animais,12
animal,5
animava,2
anime,1
ânimo,10
ânimos,4
animoso,3
animosos,3
anjos,1
ano,5
anos,16
anquises,2
anrique,2
antão,1
antarctico,2
antarcticos,1
antártico,2
ante,4
antecessores,1
antemão,1
antenas,1
antenor,2
antepassados,1
antepuser,1
antes,34
anteu,3
antevêem,1
antídoto,1
antiga,17
antigamente,4
antigas,2
antigo,22
antigos,14
antígua,2
antiguidade,4
antiguidades,1
antíguos,1
antípodas,1
antolha,1
antolhos,1
antónio,5
anúbis,1
ao,226
aonde,11
aónia,1
aos,63
apagada,1
apanha,2
apanhando,2
apanhasse,1
aparece,11
aparecem,5
apareceu,1
aparecia,3
aparelha,4
aparelhada,4
aparelhado,5
aparelhados,4
aparelhamos,1
aparelhava,2
aparelhavam,2
aparelho,5
aparência,3
aparta,3
apartadas,4
apartado,3
apartados,2
apartamos,1
apartando,2
apartar,1
apartava,1
apartavam,1
aparte,1
apartou,3
apascenta,2
apascentar,1
apascentavam,1
apeles,1
apenas,1
apenino,1
apercebe,1
apercebemse,1
apercebessem,1
apercebia,1
apercebida,3
apercebido,7
apercebidos,2
apertando,1
apertaram,1
apertava,1
apertavam,1
aperto,4
apesar,4
apetitos,2
apio,1
apito,1
apodrecia,2
apolíneo,1
apolíneos,1
apolo,8
apontando,1
após,3
aposentasse,1
aposento,2
aposentos,3
aposentou,1
apouca,1
aprazíveis,1
apregoa,2
apregoam,2
aprendam,1
aprende,3
aprendem,1
aprendeu,1
aprendido,1
apresenta,8
apresentara,1
apresentaram,1
apresentasse,1
apresente,1
apressa,1
apressada,1
apressadas,1
apressado,3
aprova,1
aprovado,1
aprovam,1
aproveita,2
aproveitar,1
aproveitaram,1
apto,1
apúlia,1
apura,1
aquáticas,2
aqueixa,1
aquela,15
àquela,2
aquelas,10
aquele,34
aqueles,20
aquém,1
aqueménia,1
aquentava,1
aquente,1
aqueronte,1
aqui,72
aquiles,5
aquilo,8
aquista,1
aquoso,1
ar,24
ara,2
arábia,6
arábica,4
arábicas,1
arábico,1
arábio,1
arado,2
arados,2
aragão,1
arame,1
aras,4
araspas,1
arcadas,1
arcádia,1
arco,4
arcos,5
arcturo,1
arde,5
ardendo,3
ardente,37
ardentes,4
ardentíssimos,1
arderam,1
ardia,2
ardido,1
ardil,3
ardis,2
ardor,4
ardores,1
árdua,1
árduas,2
árduo,2
areia,8
areias,3
arenosa,5
arenosas,2
arenosos,1
ares,8
areturo,1
aretusa,1
argênteas,2
argento,5
argo,1
argonautas,2
argos,2
argutos,1
áridos,1
aríete,1
arma,3
armada,36
armadas,5
armado,4
armados,1
armaduras,1
armamse,1
armando,2
armar,1
armas,52
armase,1
armastes,1
arme,1
arménia,1
arménios,1
armígeros,1
armou,1
arnês,3
arneses,4
arou,1
arpéus,1
arquico,1
arquiteto,1
arracão,1
arraial,2
arranca,1
arrancam,1
arrancaram,1
arrancavam,1
arrasa,1
arreceava,1
arreceia,4
arreceio,1
arreceosos,1
arrede,1
arreia,4
arreias,1
arreio,3
arremeda,1
arremessa,5
arremessando,1
arremessões,1
arremessou,1
arrenegados,2
arrenegando,1
arrependido,1
arrepiamse,1
arribando,1
arrogante,2
arrogantes,1
arrojando,1
arrombam,1
arronches,2
arruinar,1
arsinário,1
arsínoe,2
artabro,1
arte,37
artes,5
artífice,1
artifício,1
artifícios,1
artificiosa,1
artilharia,2
arúspices,1
árvore,2
arvoredo,4
arvoredos,1
árvores,7
arzila,1
as,514
ás,1
às,50
asas,8
ásia,5
asianas,1
asinha,6
aspecto,2
aspectos,1
aspeito,1
ásperas,3
aspereza,4
asperezas,1
asperíssimo,1
áspero,4
ásperos,8
aspérrima,1
aspérrimo,1
aspérrimos,2
aspirasse,1
aspirava,1
assalte,2
assalto,1
assaz,2
assela,2
asselo,1
assenta,2
assentada,1
assentado,1
assentados,2
assentam,1
assentarei,1
assentava,1
assentavam,1
assente,2
assento,13
assentos,3
assi,4
assim,109
assinala,2
assinalada,1
assinalado,3
assinalados,1
assinalar,1
assinalarse,1
assíria,4
assírios,1
assombrado,1
assopra,1
assopralhe,1
assoprando,2
assoprava,1
assopravam,2
assopros,1
assovia,2
assoviando,1
ásteas,2
astianás,1
astreia,1
astrolábio,1
astúcia,2
astúrias,2
astutamente,1
astutas,1
astuto,9
atada,1
atai,1
atalha,1
atalhavam,1
atalho,2
atamante,1
atambores,2
atando,1
ataram,1
atava,1
ate,1
até,24
ateada,1
atéaqui,1
ateia,1
atéli,2
atenas,2
atenta,1
atentado,1
atentando,2
atento,2
atiça,2
atila,1
atlante,3
atlântico,2
atolados,1
atónito,3
atrás,5
atravessa,2
atravessando,1
atreu,1
atreva,1
atreve,7
atrevem,1
atreveu,1
atrevidas,1
atrevidos,1
atrevimento,2
atrevimentos,3
atrevo,1
atroa,1
atroam,2
atroando,1
atroce,1
atroces,1
átropos,1
audazes,1
augusto,2
augustos,1
aumenta,2
aumentasse,1
aumento,1
aura,1
aurea,1
áurea,3
áureas,1
áureo,1
áureos,2
auríferas,1
aurífero,1
aurora,12
ausência,2
ausónía,1
ausónios,1
austera,1
austero,2
austeros,1
austrais,1
austral,3
austrina,2
austro,8
autoridade,2
avantajado,1
avante,10
avarentos,1
avaro,4
avaros,2
avás,1
ave,1
avena,1
avenas,1
aventajam,1
aventura,1
aventurado,1
aventurados,1
aventurar,3
aventuraram,1
aventurarme,1
aventurarse,1
aventuras,1
aventureira,1
aventureiras,1
aventureiro,4
aventureiros,2
aventuroso,1
aves,13
avisa,2
avisado,1
avisamos,1
avisara,1
aviso,3
avizinha,1
avô,2
avorrecida,2
avorrecido,2
avós,1
avôs,1
axio,1
az,2
azagaia,1
azagaias,1
azenegues,1
azuis,2
azul,1
babel,3
babilónias,1
baça,1
baçaim,1
bacanor,1
bácaro,1
baco,17
bactra,1
badajoz,2
bafo,1
bago,1
bailos,1
baixa,2
baixo,5
baixos,3
balanços,1
balduíno,1
baluartes,1
banda,11
bandeira,8
bandeiras,9
bando,3
banha,5
banhada,1
banhados,2
banhando,2
banhar,2
banharemse,1
banharme,1
banhavam,1
banquetes,2
barão,1
barata,2
barba,4
bárbara,2
barbaria,2
bárbaro,12
bárbaros,3
barborá,1
barcos,2
barém,1
barões,8
barra,8
barrete,1
barretes,1
basiliscos,1
basta,1
bastante,6
bastantes,1
bastão,1
bastaram,1
bastardo,1
bastava,1
batalha,9
batalhas,7
batéis,17
batel,7
batendo,1
batiam,1
batizado,2
batizados,1
batro,1
baxa,1
baxo,2
baxos,1
beatilha,1
beatriz,1
bebe,5
bebem,1
bebendo,2
beber,1
bebeu,1
bebido,1
beiços,1
beija,1
beijar,3
beijos,3
beja,3
bela,27
belacíssimos,1
belas,7
belém,1
beleza,1
bélica,5
bélicas,1
bélico,2
belicosa,4
belicosas,2
belicoso,3
belicosos,3
belígera,1
belígeras,1
belígero,3
belisário,1
belíssima,1
belo,7
belona,1
belos,2
bem,98
bemaventurado,1
benefício,1
bengala,2
benigna,3
benignamente,1
benignidade,1
benigno,3
benino,1
benjamim,1
benquisto,1
bens,1
berberia,1
berço,2
berços,1
bestas,1
bestial,1
bética,1
bétis,3
bíbli,2
bicho,2
bico,1
bicos,1
bintão,1
bipur,1
biscainha,1
bispo,1
bívoras,1
bizâncio,2
blasfema,3
blasfemando,1
boa,8
boca,8
bocas,1
bocejando,1
boêmios,1
bois,1
bolonhês,1
bom,12
bomba,3
bombardadas,1
bombardas,4
bombardeiros,1
bombas,2
bonanças,1
bondade,3
bonina,1
boninas,4
bons,4
bootes,1
bordo,7
boreais,3
boreal,1
bóreas,7
bornéu,1
botões,1
bovina,2
braço,22
braços,15
brada,6
bradandovos,1
brado,2
brados,4
bradou,1
brama,1
bramando,2
bramás,1
bramavam,1
brâmene,1
brâmenes,1
bramido,1
bramidos,2
bramindo,1
bramo,1
branca,9
brancas,3
branco,3
brancos,3
branda,4
brandamente,6
brandas,1
brandindo,2
brando,12
brandura,2
branduras,1
brava,6
bravas,1
braveza,3
bravo,14
bravos,4
bretanha,1
breve,14
brevidade,3
briareu,1
brigo,1
brincando,1
brincava,1
brincos,1
brúsio,1
bruta,8
brutas,2
brutezas,1
bruto,7
brutos,3
busca,7
buscais,1
buscamos,2
buscando,12
buscar,24
buscara,1
buscarei,1
buscarlhe,2
buscarse,1
buscas,1
buscasse,1
buscava,3
buscavam,2
busco,1
buscou,2
busíris,1
cá,13
cabaia,1
cabaias,1
cabe,4
cabeça,16
cabeças,7
cabeceira,2
cabelo,2
cabeloó,1
cabelos,9
cabem,1
cabo,9
cabrestante,2
caça,6
caçador,2
caçadora,1
caçadores,2
cachos,1
cada,20
cadeias,2
cadeira,1
cadeiras,2
cádis,1
cadmo,1
caem,3
cães,6
cafres,2
cai,4
caia,2
caía,1
caíam,1
caídas,1
caído,2
caindo,1
cair,5
caíram,1
cairão,1
cais,1
caiu,1
cajado,1
calada,1
calaiate,1
calatrava,1
calçado,1
calças,1
calecu,9
calese,1
cálida,1
calíope,3
calipsos,1
calisto,3
calma,4
calmas,1
calo,1
calpe,1
cama,2
camarões,2
cambaia,3
cambaica,1
cambaicos,1
cambalão,1
camboja,1
camenas,2
camilha,1
caminha,6
caminham,1
caminhando,3
caminhante,1
caminhava,2
caminho,24
caminhos,5
camisa,1
campais,1
campaspe,1
campina,1
campo,29
campos,20
canace,1
cananor,3
canará,1
canárias,1
canas,1
cancro,1
candace,1
cândida,3
canela,3
cânfora,1
cangrejos,1
canina,1
cano,3
canora,3
canoras,1
canoro,1
cansada,4
cansado,3
cansados,5
cansam,1
cansas,1
canseiras,1
canses,1
canta,5
cantada,1
cantado,1
cantam,1
cantando,8
cantar,1
cantara,1
cantarei,1
cantarvos,1
cantassem,1
cantava,6
cante,2
cantem,1
cantigas,1
canto,24
cantos,1
cantou,1
canúsio,1
cão,4
caos,1
capacetes,1
capadoces,1
capela,1
capelas,3
capitães,2
capitaina,3
capitania,2
capitão,62
capuzes,1
cara,12
caramujos,1
caravelas,1
cárcere,1
carece,1
carga,1
cargo,5
cargos,1
caríbdis,2
caridade,2
caríssima,1
carlos,3
carmânia,1
carmesi,2
carne,9
carneiro,1
carneiros,2
carnes,4
carniceiros,1
caro,7
caros,4
carrega,1
carregada,2
carregadas,3
carregado,2
carregandose,1
carro,9
carros,2
cartago,1
cartas,1
carvalho,1
casa,14
casada,1
casado,2
casamento,1
casar,1
casarse,2
casas,4
casca,2
cascas,1
cascavéis,1
caso,21
casos,14
cáspia,1
cáspios,2
casta,1
castela,16
castelhana,2
castelhanas,1
castelhano,14
castelhanos,3
castelos,3
castiga,1
castigado,2
castigador,1
castigando,1
castigar,1
castigará,1
castigo,14
castigos,1
castro,2
caterina,1
catigão,1
catilina,1
cativarem,1
cativeiro,3
cativo,1
catuais,2
catual,13
cauchichina,1
caudas,1
caudinas,1
causa,14
causar,1
causaram,4
causas,5
cauta,1
cautamente,1
cautelosos,1
cauto,3
cavaleiro,16
cavaleiros,9
cavalgada,1
cavalgam,1
cavalo,7
cavalos,9
cavernas,2
cavernoso,1
cecém,1
cedo,5
cega,3
cegando,2
cego,9
cegos,2
cegueira,1
ceilão,4
ceita,4
celebra,1
celebrada,4
celebrado,4
celebrando,3
celebrar,1
celebrara,1
celebrava,2
célebre,3
celeste,7
celestes,1
celeuma,1
celo,2
celsa,1
cem,3
centimano,1
cento,6
cepo,1
ceptro,2
cerca,5
cercada,1
cercadas,1
cercado,10
cercam,2
cercando,2
cercar,2
cercara,1
cercaram,1
cercassem,1
cerco,5
cercos,3
cerejas,1
ceres,4
cerimónias,1
cerque,1
cerra,2
certa,10
certamente,2
certas,4
certeza,4
certifica,1
certificado,2
certificarte,1
certifico,1
certificote,1
certíssima,2
certíssimo,1
certo,38
certos,4
cerúlea,1
cerúleas,1
cerúleo,1
cerva,2
cerviz,5
cervos,1
césar,4
cesárea,1
cesáreos,1
césares,1
cessando,1
cessavam,1
cesse,1
cessem,1
cetim,1
céu,80
céus,19
ceva,2
cevadas,1
ceve,1
cezimbra,1
chagas,4
chale,1
chalé,1
chama,22
chamada,4
chamadas,1
chamado,1
chamados,1
chamais,1
chamam,5
chamamlhe,1
chamamos,1
chamamte,3
chamandose,2
chamandote,1
chamar,3
chamará,1
chamarão,1
chamarem,1
chamarse,1
chamase,1
chamava,2
chame,2
chameime,1
chamou,1
champá,1
chão,6
charco,1
chaúl,2
chave,1
chega,5
chegada,4
chegadas,1
chegado,11
chegados,5
chegam,6
chegamos,1
chegar,6
chegara,2
chegaram,4
chegase,1
chegasse,3
chegassem,2
chegava,2
chegavam,1
chegue,1
cheia,2
cheias,1
cheio,3
cheios,1
cheirando,1
cheiro,6
cheiros,1
cheirosa,1
cheiroso,4
chiamai,1
china,4
chora,2
choradas,1
chorando,4
choraram,1
choro,7
chorosos,1
chorou,1
chovem,1
chovendo,1
chuças,1
chupando,1
chupava,1
chuva,2
chuveiros,1
cibele,1
cícero,1
ciclopas,1
cicones,1
cidade,45
cidades,11
cidreira,1
ciência,4
ciências,2
ciente,1
cientes,1
cifísia,1
cila,4
cilada,7
cileneu,2
cilícios,1
cima,13
cimeiras,1
cinco,10
cingapura,1
cinge,2
cingidos,1
cinífio,1
ciniras,2
cinireia,2
cínis,1
cinosura,1
cinta,2
cintilava,1
cinto,1
cio,1
cioso,2
cipariso,1
cipião,2
cipiões,1
cípria,3
cipro,1
circe,1
circes,1
círculo,1
ciro,1
cirurgião,1
cisne,1
cisnes,2
cisternas,1
cítara,3
cítaras,1
citas,1
citera,1
citere,1
citereia,3
cítia,2
cítico,2
cíticos,1
ciúmes,3
civis,2
cizânia,1
cizânias,1
clara,17
claramente,5
claras,4
claridade,1
clarifica,1
claríssimo,1
claro,41
claros,4
clemência,3
clemente,1
cleoneu,1
cleopatra,1
clície,1
clima,4
climas,3
climene,1
cloris,1
cloto,1
co,22
coa,20
coalhada,1
coalhado,2
coalhados,1
coalhava,1
coalhavam,1
coas,4
coberto,1
cobertos,3
cobiça,10
cobiçadas,1
cobiçarem,2
cobiço,1
cobiçosas,1
cobiçoso,5
cobiçosos,1
cobre,4
cobrem,1
cobrir,1
cobriu,1
cochim,3
cocito,1
cocles,1
codro,2
coelho,6
cógnito,1
coimbra,1
coisa,6
